INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING
212	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		50713006	1	-1	34213	100	#G	50701001	1	-1	34213	100	#G	50701002	1	-1	34213	100	#G	50702005	1	-1	34213	100	#G	50702006	1	-1	34213	100	#G	50702007	1	-1	34213	100	#G	50702008	1	-1	34213	100	#G	50703001	1	-1	34213	100	#G	50704002	1	-1	34213	100	#G	50711001	1	-1	34213	100	#G	50711002	1	-1	34213	100	#G	50712005	1	-1	34213	100	#G	50712006	1	-1	34213	100	#G	50712007	1	-1	34213	100	#G	50712008	1	-1	34213	100	#G	50713001	1	-1	34213	100	#G	50713002	1	-1	34213	100	#G	50713003	1	-1	34213	100	#G	50713004	1	-1	34213	100	#G	50713005	1	-1	34213	100	#G	50714001	1	-1	34213	100	#G	50721001	1	-1	102461	100	#G	50721002	1	-1	102461	100	#G	50721003	1	-1	102461	100	#G	50721004	1	-1	102461	100	#G	50702001	1	-1	34213	100	#G	50702002	1	-1	34213	100	#G	50702003	1	-1	34213	100	#G	50702004	1	-1	34213	100	#G	50712001	1	-1	34213	100	#G	50712002	1	-1	34213	100	#G	50712003	1	-1	34213	100	#G	50712004	1	-1	34213	100	#G	50721107	1	-1	222461	100	#G	50721207	1	-1	222461	100	#G	50721307	1	-1	222461	100	#G	50721407	1	-1	222461	100	#G																																																																														
213	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	 	10125101	1	-1	867	100	 	10125100	1	-1	867	100	 	10125099	1	-1	867	100	 	10125098	1	-1	867	100	 	10125097	1	-1	867	100	 	10125096	1	-1	867	100	 	10125090	1	-1	867	100	 	10125089	1	-1	867	100	 	10125088	1	-1	867	100	 	10125087	1	-1	867	100	 	10125086	1	-1	867	100	 	10125085	1	-1	867	100	 	10125084	1	-1	867	100	 	10125083	1	-1	867	100	 	10125082	1	-1	867	100	 	10125081	1	-1	867	100	 	10125080	1	-1	867	100	 	10125079	1	-1	867	100	 	10125078	1	-1	867	100	 	10125077	1	-1	867	100	 	10125076	1	-1	867	100	 	10125075	1	-1	867	100	 	10125074	1	-1	867	100	 	10125073	1	-1	867	100	 	10125072	1	-1	867	100	 	10125071	1	-1	867	100	 	10125070	1	-1	867	100	 	10125069	1	-1	867	100	 	10125068	1	-1	867	100	 	10125067	1	-1	867	100	 	10125066	1	-1	867	100	 	10125065	1	-1	867	100	 	10125063	1	-1	867	100	 	10125062	1	-1	867	100	 	10125095	1	-1	867	100	 	10125061	1	-1	867	100	 	10125091	1	-1	867	100	 	10125092	1	-1	867	100	 	10125093	1	-1	867	100	 	10125094	1	-1	867	100	 	10124183	1	-1	867	100	 	10124182	1	-1	867	100	 	10124181	1	-1	867	100	 	10125045	1	-1	867	100	 	10125046	1	-1	867	100	 	10125047	1	-1	867	100	 	10125042	1	-1	867	100	 	10125044	1	-1	867	100	 												
214	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		38002012	1	-1	10000	100		10553112	1	1	200000	100	 	20301010	1	-1	500000	100	 	30008122	1	-1	3000	100		20310168	11	-1	1400	100		30600084	20	-1	44000	100		20500008	1	-1	80000	100		20501008	1	-1	80000	100		20502008	1	-1	80000	100		30008121	1	-1	200000	100		38001100	1	-1	500000	100		38001106	1	-1	80000	100		38002043	1	-1	8000	100		38002068	1	-1	44000	100		20800033	20	-1	160000	100	#G	20301009	10	-1	200000	80	#G	20700055	10	-1	128000	100	#G	20700063	10	-1	128000	100	#G																																																																																																																																																																																																
215	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	38001020	1	-1	250	100	#G	39910007	1	-1	300	100	#G	39910008	1	-1	600	100	#G	39910009	1	-1	600	100	#G	39910010	1	-1	600	100	#G	39910011	1	-1	600	100	#G	39910012	1	-1	600	100	#G	38000933	1	-1	66	100	#G	38000933	20	-1	1320	100	#G	38000990	1	-1	35	100	#G	38000990	20	-1	700	100	#G	38000931	1	-1	80	100	#G	38000931	20	-1	1600	100	#G	38000965	1	-1	1200	100	#G	38000966	1	-1	1200	100	#G	38000967	1	-1	1200	100	#G	38000968	1	-1	1200	100	#G	38000969	1	-1	1200	100	#G	38000970	1	-1	1200	100	#G	38000971	1	-1	1500	100	#G	38000972	1	-1	1500	100	#G	38000973	1	-1	1500	100	#G	38000974	1	-1	1500	100	#G	38001000	1	-1	800	100	#G	38001001	1	-1	800	100	#G	38001002	1	-1	800	100	#G	38001003	1	-1	800	100	#G	38001004	1	-1	800	100	#G	38001005	1	-1	800	100	#G	38001006	1	-1	800	100	#G	38001007	1	-1	800	100	#G	38001008	1	-1	800	100	#G	38001009	1	-1	800	100	#G	38001010	1	-1	800	100	#G	38001011	1	-1	800	100	#G	38001012	1	-1	800	100	#G	38001013	1	-1	800	100	#G	38001014	1	-1	800	100	#G	38001015	1	-1	800	100	#G	38001016	1	-1	800	100	#G	38001017	1	-1	800	100	#G	38001018	1	-1	800	100	#G	38001019	1	-1	800	100	#G																																										
216	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		10156100	1	-1	15	100	#G	10156200	1	-1	15	100	#G	30000002	1	-1	4080	100	#G	20310159	1	-1	18	100	#G	20309101	1	-1	14	100	#G	20309103	1	-1	350	100	#G	20309105	1	-1	8650	100	#G	30700213	1	-1	9	100	#G	30700213	20	-1	180	100	#G	30700233	1	-1	100	100	#G	20310122	1	-1	25	100	#G	20310124	1	-1	225	100	#G	20310126	1	-1	2025	100	#G	20310128	1	-1	8100	100	#G	20310131	1	-1	25	100	#G	20310133	1	-1	225	100	#G	20310135	1	-1	2025	100	#G	20310137	1	-1	8100	100	#G	20310140	1	-1	25	100	#G	20310142	1	-1	225	100	#G	20310144	1	-1	2025	100	#G	20310146	1	-1	8100	100	#G	20310149	1	-1	25	100	#G	20310151	1	-1	225	100	#G	20310153	1	-1	2025	100	#G	20310155	1	-1	8100	100	#G	30700214	1	-1	1200	100	#G	30700215	1	-1	1200	100	#G	30700216	1	-1	1200	100	#G	30700217	1	-1	1200	100	#G	30700218	1	-1	1200	100	#G	30700219	1	-1	1200	100	#G	30700220	1	-1	1200	100	#G	30700221	1	-1	1200	100	#G	30700222	1	-1	1200	100	#G	30700223	1	-1	1200	100	#G	30700224	1	-1	1200	100	#G	30700225	1	-1	1200	100	#G	30700226	1	-1	1200	100	#G	30700227	1	-1	1200	100	#G	30700228	1	-1	1200	100	#G	30700229	1	-1	1200	100	#G																																																
217	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		38000991	1	-1	488	100	 	30121001	1	-1	15	100	 	20310173	10	-1	20	100	 	20502009	10	-1	1	100	 	20310168	1	-1	5	100	 	20310168	20	-1	98	100	 	30121002	1	-1	15	100	 	30120001	1	-1	33	100	#G	30120002	1	-1	33	100	#G	30120003	1	-1	33	100	#G	30120016	1	-1	33	100	#G	30120004	1	-1	33	100	#G	30120005	1	-1	33	100	#G	30120006	1	-1	33	100	#G	30120007	1	-1	33	100	#G	30120008	1	-1	33	100	#G	30120009	1	-1	33	100	#G	30120010	1	-1	33	100	#G	30120011	1	-1	33	100	#G	30120012	1	-1	92	100	#G	30120013	1	-1	92	100	#G	30120014	1	-1	92	100	#G	30120015	1	-1	92	100	#G	30120017	1	-1	98	100	#G	30120018	1	-1	98	100	#G	30120019	1	-1	98	100	#G	30120020	1	-1	98	100	#G	30110010	1	-1	80000	100	 	30110030	1	-1	80000	100	 	30110040	1	-1	80000	100	 	30110050	1	-1	80000	100	 	30110060	1	-1	80000	100	 	30110070	1	-1	80000	100	 	30110080	1	-1	80000	100	 	30110120	1	-1	80000	100	 	30110130	1	-1	80000	100	 	30110140	1	-1	80000	100	 	30110150	1	-1	80000	100	 	30110160	1	-1	80000	100	 	30110170	1	-1	80000	100	 	30110180	1	-1	80000	100	 	30110190	1	-1	80000	100	 	30110200	1	-1	80000	100	 	30110210	1	-1	80000	100	 	30110220	1	-1	80000	100	 	30110230	1	-1	80000	100	 	30110240	1	-1	80000	100	 																		
218	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	 	30309922	1	-1	750	100	 	30309929	1	-1	750	100	 	30309930	1	-1	750	100	 	30309931	1	-1	750	100	 	30309932	1	-1	750	100	 	30309933	1	-1	750	100	 	30309934	1	-1	750	100	 	30309935	1	-1	750	100	 	30309936	1	-1	750	100	 	30309937	1	-1	750	100	 	30309939	1	-1	750	100	 	30309940	1	-1	1016	100	 	30309941	1	-1	750	100	 	30309942	1	-1	1320	100	 	30309943	1	-1	1320	100	 	30309944	1	-1	750	100	 	30309945	1	-1	750	100	 	30309947	1	-1	750	100	 	30309948	1	-1	750	100	 	30309949	1	-1	1320	100	 	30309950	1	-1	1320	100	 	30309951	1	-1	750	100	 	30309952	1	-1	750	100	 	30309958	1	-1	750	100	 	30309962	1	-1	1016	100	 	30309963	1	-1	1016	100	 	30309964	1	-1	1016	100	 	30309965	1	-1	1016	100	 	30309966	1	-1	750	100	 	30309967	1	-1	750	100	 	30309968	1	-1	1016	100	 	30309969	1	-1	1016	100	 	30309970	1	-1	750	100	 	30309971	1	-1	750	100	 	30309972	1	-1	750	100	 	30309973	1	-1	750	100	 	30309977	1	-1	750	100	 	30309978	1	-1	750	100	 	30309987	1	-1	750	100	 	30309999	1	-1	750	100	 	30310000	1	-1	750	100	 	30310001	1	-1	750	100	 	30310002	1	-1	750	100	 	30310003	1	-1	750	100	 	30310004	1	-1	750	100	 	30309925	1	-1	750	100	 	30309926	1	-1	750	100	 	30309924	1	-1	750	100	 												
219	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	 	30310006	1	-1	750	100	 	30310007	1	-1	750	100	 	30310008	1	-1	750	100	 	30310009	1	-1	527	100	 	30310010	1	-1	527	100	 	30310011	1	-1	527	100	 	30310013	1	-1	527	100	 	30310014	1	-1	527	100	 	30310015	1	-1	527	100	 	30310016	1	-1	527	100	 	30310017	1	-1	527	100	 	30310018	1	-1	527	100	 	30310023	1	-1	527	100	 	30310025	1	-1	750	100	 	30310026	1	-1	750	100	 	30310027	1	-1	750	100	 	30310028	1	-1	750	100	 	30310029	1	-1	750	100	 	30310030	1	-1	750	100	 	30310031	1	-1	750	100	 	30310032	1	-1	750	100	 	30310033	1	-1	750	100	 	30310034	1	-1	750	100	 	30310035	1	-1	750	100	 	30310036	1	-1	750	100	 	30310043	1	-1	750	100	 	30310044	1	-1	750	100	 	30310048	1	-1	750	100	 	30310049	1	-1	750	100	 	30310050	1	-1	750	100	 	30310057	1	-1	750	100	 	30310058	1	-1	527	100	 	30310059	1	-1	527	100	 	30310060	1	-1	750	100	 	30310061	1	-1	527	100	 	30310062	1	-1	1320	100	 																																																																																				
220	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	10125044	1	-1	867	100	#G	10125042	1	-1	867	100	#G	10125041	1	-1	867	100	#G	10125040	1	-1	867	100	#G	10124179	1	-1	867	100	#G	10124178	1	-1	867	100	#G	10124177	1	-1	867	100	#G	10124176	1	-1	867	100	#G	10124175	1	-1	867	100	#G	10124174	1	-1	867	100	#G	10124171	1	-1	867	100	#G	10124170	1	-1	867	100	#G	10124168	1	-1	867	100	#G	10124167	1	-1	867	100	#G	10124165	1	-1	867	100	#G	10125019	1	-1	867	100	#G	10124161	1	-1	867	100	#G	10124159	1	-1	867	100	#G	10124155	1	-1	867	100	#G	10124154	1	-1	867	100	#G	10124147	1	-1	867	100	#G	10124146	1	-1	867	100	#G	10124145	1	-1	867	100	#G	10124143	1	-1	867	100	#G	10124142	1	-1	867	100	#G	10124141	1	-1	867	100	#G	10124139	1	-1	867	100	#G	10124134	1	-1	867	100	#G	10124133	1	-1	867	100	#G	10124128	1	-1	867	100	#G	10124126	1	-1	867	100	#G	10124123	1	-1	867	100	#G	10124118	1	-1	867	100	#G	10124117	1	-1	867	100	#G	10124116	1	-1	867	100	#G	10124115	1	-1	867	100	#G	10124113	1	-1	867	100	#G	10124112	1	-1	867	100	#G	10124111	1	-1	867	100	#G	10124110	1	-1	867	100	#G	10124109	1	-1	867	100	#G	10124105	1	-1	867	100	#G	10124104	1	-1	867	100	#G	10124103	1	-1	867	100	#G																																				
221	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	10141224	1	-1	1092	100	#G	10141223	1	-1	1092	100	#G	10141222	1	-1	1092	100	#G	10141221	1	-1	1092	100	#G	10141220	1	-1	1092	100	#G	10141219	1	-1	1092	100	#G	10141218	1	-1	1092	100	#G	10141217	1	-1	1092	100	#G	10141213	1	-1	1092	100	#G	10141212	1	-1	1092	100	#G	10141211	1	-1	1092	100	#G	10141210	1	-1	1092	100	#G	10141209	1	-1	1092	100	 	10141208	1	-1	1092	100	 	10141207	1	-1	1092	100	 	10141206	1	-1	1092	100	 	10141205	1	-1	1092	100	 	10141204	1	-1	1092	100	 	10141203	1	-1	1092	100	 	10141202	1	-1	1092	100	 	10141201	1	-1	1092	100	 	10141200	1	-1	1092	100	 	10141199	1	-1	1092	100	 	10141198	1	-1	1092	100	 	10141197	1	-1	1092	100	 	10141192	1	1	1092	100	 	10141191	1	1	1092	100	 	10141190	1	1	1092	100	 	10141189	1	1	1092	100	 	10141188	1	1	1092	100	 	10141187	1	1	1092	100	 	10141186	1	1	1092	100	 	10141185	1	1	1092	100	 	10141184	1	1	1092	100	 																																																																																																
222	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		38001100	1	-1	800	100	#G	38001091	1	-1	100	100	#G	38001093	1	-1	20	100	#G	38001093	20	-1	400	100	#G	38001094	1	-1	8	100	#G	38001095	1	-1	12	100	#G	38001096	1	-1	22	100	#G	38001097	1	-1	48	100	#G	38001098	1	-1	94	100	#G	38001099	1	-1	460	100	#G	10157001	1	-1	12	100	#G	20310200	1	-1	8	100	#G	20310200	20	-1	160	100	#G	20310180	1	-1	10	100	#G	20310180	20	-1	200	100	#G	20310181	1	-1	20	100	#G	20310181	20	-1	400	100	#G	20310182	1	-1	20	100	#G	20310182	20	-1	400	100	#G	20310183	1	-1	20	100	#G	20310183	20	-1	400	100	#G	20310201	1	-1	40	100	#G	20310201	20	-1	800	100	#G	20310202	1	-1	120	100	#G	20310202	20	-1	2400	100	#G	20310203	1	-1	320	100	#G	20310203	20	-1	6400	100	#G	20310204	1	-1	480	100	#G	20310204	20	-1	9600	100	#G	38000184	1	-1	25	100	#G	38000184	20	-1	500	100	#G	38000185	1	-1	50	100	#G	38000185	20	-1	1000	100	#G	38000186	1	-1	125	100	#G	38000186	20	-1	2500	100	#G																																																																																										
223	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		30308200	1	-1	1000	100	#G	30308210	1	-1	1000	100	#G	30308220	1	-1	1000	100	#G	30308230	1	-1	1000	100	#G	30308240	1	-1	1000	100	#G	30308250	1	-1	1000	100	#G	30308260	1	-1	1000	100	#G	30308270	1	-1	1000	100	#G	30308280	1	-1	1000	100	#G	30308290	1	-1	1000	100	#G	30308300	1	-1	1000	100	#G	30308310	1	-1	1000	100	#G	30308201	1	-1	1000	100	#G	30308315	1	-1	1000	100	#G	30308211	1	-1	1000	100	#G	30308221	1	-1	1000	100	#G	30308231	1	-1	1000	100	#G	30308241	1	-1	1000	100	#G	30308251	1	-1	1000	100	#G	30308261	1	-1	1000	100	#G	30308271	1	-1	1000	100	#G	30308281	1	-1	1000	100	#G	30308291	1	-1	1000	100	#G	30308301	1	-1	1000	100	#G	30308311	1	-1	1000	100	#G	30308317	1	-1	1000	100	#G																																																																																																																																																
224	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		30308202	1	-1	1000	100	#G	30308212	1	-1	1000	100	#G	30308222	1	-1	1000	100	#G	30308232	1	-1	1000	100	#G	30308242	1	-1	1000	100	#G	30308252	1	-1	1000	100	#G	30308262	1	-1	1000	100	#G	30308272	1	-1	1000	100	#G	30308282	1	-1	1000	100	#G	30308292	1	-1	1000	100	#G	30308302	1	-1	1000	100	#G	30308312	1	-1	1000	100	#G	30308316	1	-1	1000	100	#G	30308203	1	-1	1000	100	#G	30308213	1	-1	1000	100	#G	30308223	1	-1	1000	100	#G	30308233	1	-1	1000	100	#G	30308243	1	-1	1000	100	#G	30308253	1	-1	1000	100	#G	30308263	1	-1	1000	100	#G	30308273	1	-1	1000	100	#G	30308283	1	-1	1000	100	#G	30308293	1	-1	1000	100	#G	30308303	1	-1	1000	100	#G	30308313	1	-1	1000	100	#G	30308318	1	-1	1000	100	#G	30308204	1	-1	1000	100	#G	30308214	1	-1	1000	100	#G	30308224	1	-1	1000	100	#G	30308234	1	-1	1000	100	#G	30308244	1	-1	1000	100	#G	30308254	1	-1	1000	100	#G	30308264	1	-1	1000	100	#G	30308274	1	-1	1000	100	#G	30308284	1	-1	1000	100	#G	30308294	1	-1	1000	100	#G	30308304	1	-1	1000	100	#G	30308314	1	-1	1000	100	#G	30308319	1	-1	1000	100	#G																																																																		
225	40	0	1	9	1	1	8	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	30602001	1	-1	100	100		30602002	1	-1	100	100		30602003	1	-1	100	100		30602004	1	-1	100	100		30603001	1	-1	100	100		30603002	1	-1	100	100		30603003	1	-1	100	100		30603004	1	-1	100	100		30604001	1	-1	100	100		30604002	1	-1	100	100		30604003	1	-1	100	100		30604004	1	-1	100	100		30605001	1	-1	100	100		30605002	1	-1	100	100		30605003	1	-1	100	100		30605004	1	-1	100	100		30601001	1	-1	100	100		30601004	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																											
226	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		38002014	1	-1	40000	100	#G	20800033	20	-1	140000	100	#G	38002068	1	-1	42000	100		38002045	1	-1	15000	100		38001107	1	-1	100000	100		10553114	1	-1	200000	100		30008122	1	-1	2000	100		20310168	11	-1	1200	100		30600084	20	-1	42000	100		50914001	1	-1	150000	100		50913006	1	-1	150000	100		50913005	1	-1	150000	100		50913004	1	-1	150000	100		50913003	1	-1	150000	100		50913002	1	-1	150000	100		50913001	1	-1	150000	100		50912004	1	-1	150000	100		50912003	1	-1	150000	100		50912002	1	-1	150000	100		50912001	1	-1	150000	100		50911002	1	-1	150000	100		50911001	1	-1	150000	100		50904002	1	-1	150000	100		50903001	1	-1	150000	100		50902004	1	-1	150000	100		50902003	1	-1	150000	100		50902002	1	-1	150000	100		50902001	1	-1	150000	100		50901002	1	-1	150000	100																																																																																																																															
227	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	50901001	1	-1	80000	100	#G	50901002	1	-1	80000	100	#G	50902005	1	-1	80000	100	#G	50902006	1	-1	80000	100	#G	50902007	1	-1	80000	100	#G	50902008	1	-1	80000	100	#G	50903001	1	-1	80000	100	#G	50904002	1	-1	80000	100	#G	50911001	1	-1	80000	100	#G	50911002	1	-1	80000	100	#G	50912005	1	-1	80000	100	#G	50912006	1	-1	80000	100	#G	50912007	1	-1	80000	100	#G	50912008	1	-1	80000	100	#G	50913001	1	-1	80000	100	#G	50913002	1	-1	80000	100	#G	50913003	1	-1	80000	100	#G	50913004	1	-1	80000	100	#G	50913005	1	-1	80000	100	#G	50913006	1	-1	80000	100	#G	50914001	1	-1	80000	100	#G	50921001	1	-1	240000	100	#G	50921002	1	-1	240000	100	#G	50921003	1	-1	240000	100	#G	50921004	1	-1	240000	100	#G	50921109	1	-1	360000	100	#G	50921209	1	-1	360000	100	#G	50921309	1	-1	360000	100	#G	50921409	1	-1	360000	100	#G																																																																																																																														
228	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		30308320	1	-1	135	80	#G	30308321	1	-1	135	80	#G	30308322	1	-1	135	80	#G	30308323	1	-1	135	80	#G	30308324	1	-1	135	80	#G	30308325	1	-1	135	80	#G	30308326	1	-1	135	80	#G	30308327	1	-1	135	80	#G	30308328	1	-1	135	80	#G	30308329	1	-1	135	80	#G	30308330	1	-1	135	80	#G	30308331	1	-1	135	80	#G	30308332	1	-1	135	80	#G	30308333	1	-1	135	80	#G	30308334	1	-1	135	80	#G	30308335	1	-1	135	80	#G	30308336	1	-1	135	80	#G	30308337	1	-1	135	80	#G	30308338	1	-1	135	80	#G	30308339	1	-1	135	80	#G	30308340	1	-1	135	80	#G	30308341	1	-1	135	80	#G	30308342	1	-1	135	80	#G	30308343	1	-1	135	80	#G	30308350	1	-1	135	80	#G	30308351	1	-1	135	80	#G	30308352	1	-1	135	80	#G	30308353	1	-1	135	80	#G	30308354	1	-1	135	80	#G	30308355	1	-1	135	80	#G	30308356	1	-1	135	80	#G	30308357	1	-1	135	80	#G	30308358	1	-1	135	80	#G	30308359	1	-1	135	80	#G	30308360	1	-1	135	80	#G	30308361	1	-1	135	80	#G	30308362	1	-1	135	80	#G	30308363	1	-1	135	80	#G	30308364	1	-1	135	80	#G	30308365	1	-1	135	80	#G	30308366	1	-1	135	80	#G	30308367	1	-1	135	80	#G	30308368	1	-1	135	80	#G	30308369	1	-1	135	80	#G	30308370	1	-1	135	80	#G	30308371	1	-1	135	80	#G	30308372	1	-1	135	80	#G	30308373	1	-1	135	80	#G												
229	40	0	1	9	1	1	5	0	1	3600000	3	1	../Public/Config/RandShop/shenmiren.ini	0	0	0	96	97	98	100	200	300	400																																																																																																																																																																																																																																																																																																													
230	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	#G	20800032	1	-1	240	100	#G	20800032	20	-1	4800	100	#G	38001454	1	-1	800	100	#G	20800033	1	-1	200	100	#G	20800033	20	-1	4000	100	#G	38002013	1	-1	300	100	#G	38002013	20	-1	5600	100	#G																																																																																																																																																																																																																																																																		
260	40	0	1	9	1	1	5	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	 #G	30309938	1	-1	110	100	#G	30309946	1	-1	267	100	#G	30309953	1	-1	267	100	#G	30309954	1	-1	267	100	#G	30309955	1	-1	267	100	#G	30309956	1	-1	110	100	#G	30309957	1	-1	110	100	#G	30309959	1	-1	95	100	#G	30309976	1	-1	267	100	#G	30309986	1	-1	95	100	#G	30309992	1	-1	267	100	#G	30309994	1	-1	110	100	#G	30309995	1	-1	110	100	#G	30309996	1	-1	110	100	#G	30309997	1	-1	95	100	#G	30309998	1	-1	95	100	#G	30310012	1	-1	95	100	#G	30310024	1	-1	95	100	#G	30310045	1	-1	95	100	#G	30310051	1	-1	267	100	#G	30310052	1	-1	267	100	#G	30310053	1	-1	267	100	#G	30310054	1	-1	267	100	#G	30310055	1	-1	267	100	#G	30310056	1	-1	267	100	#G	30310064	1	-1	267	100	#G	30310065	1	-1	110	100	#G	30310066	1	-1	110	100	#G	30310067	1	-1	110	100	#G	30310068	1	-1	267	100	#G	30310069	1	-1	267	100	#G	30310070	1	-1	95	100	#G	30310071	1	-1	267	100	#G	30310072	1	-1	95	100	#G	30310073	1	-1	267	100	#G	30310074	1	-1	267	100	#G	30310082	1	-1	95	100	#G	30310083	1	-1	95	100	#G	30310085	1	-1	95	100	#G	30310086	1	-1	95	100	#G	30310087	1	-1	95	100	#G	30310089	1	-1	95	100	#G	30310090	1	-1	267	100	#G	30310091	1	-1	95	100	#G																																				
261	40	0	1	9	1	1	1	1	1	100000	50	0		1	0	0	96	97	98	100	200	300	400	500	20103005	1	-1	200000	100		20103006	1	-1	200000	100		20103007	1	-1	200000	100		20103008	1	-1	200000	100		20103009	1	-1	200000	100		20103010	1	-1	200000	100		20103077	1	-1	200000	100		20103078	1	-1	200000	100		20103079	1	-1	200000	100		20103080	1	-1	200000	100		20103081	1	-1	200000	100		20103082	1	-1	200000	100		20103089	1	-1	200000	100		20103090	1	-1	200000	100		20103091	1	-1	200000	100		20103092	1	-1	200000	100		20103093	1	-1	200000	100		20103094	1	-1	200000	100		20105005	1	-1	200000	100		20105006	1	-1	200000	100		20105007	1	-1	200000	100		20105008	1	-1	200000	100		20105009	1	-1	200000	100		20105010	1	-1	200000	100		20103100	1	-1	200000	100		20103101	1	-1	200000	100		20103102	1	-1	200000	100		20103103	1	-1	200000	100		20103104	1	-1	200000	100		20103105	1	-1	200000	100		20103112	1	-1	200000	100		20103113	1	-1	200000	100		20103114	1	-1	200000	100		20103115	1	-1	200000	100		20103116	1	-1	200000	100		20103117	1	-1	200000	100		0	1	-1	200000	100																																																																															
262	40	0	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		30302536	1	-1	100	100		30302537	1	-1	100	100		30302538	1	-1	100	100		30302539	1	-1	100	100		30302540	1	-1	100	100		30302541	1	-1	100	100		30302542	1	-1	100	100		30302543	1	-1	100	100		30302544	1	-1	100	100	#G	30302577	1	-1	100	100	#G	30302586	1	-1	100	100	#G	30302595	1	-1	100	100	#G	30302604	1	-1	100	100	#G																																																																																																																																																																																																																														
263	40	0	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		30302545	1	-1	100	100		30302546	1	-1	100	100		30302547	1	-1	100	100		30302548	1	-1	100	100		30302549	1	-1	100	100		30302550	1	-1	100	100		30302551	1	-1	100	100		30302552	1	-1	100	100		30302553	1	-1	100	100		30302578	1	-1	100	100	#G	30302587	1	-1	100	100	#G	30302596	1	-1	100	100	#G	30302605	1	-1	100	100	#G																																																																																																																																																																																																																														
